,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
3779921,chr21,Liftoff,transcript,42489298,42501326,.,+,.,ID=NM_001363758.2;Parent=LOC102724023;db_xref=GeneID:102724023;gbkey=mRNA;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001363758.2,,,LOC102724023,,,,,,,,GeneID:102724023,,,,,,0,,,mRNA,LOC102724023,,,,,,,,True,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,True,,,
3779922,chr21,Liftoff,exon,42489298,42489453,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,1,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779923,chr21,Liftoff,exon,42489717,42489769,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,2,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779924,chr21,Liftoff,exon,42491675,42491788,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,3,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779925,chr21,Liftoff,exon,42492792,42492911,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,4,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779926,chr21,Liftoff,exon,42495864,42495956,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,5,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779927,chr21,Liftoff,exon,42498820,42498976,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,6,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779928,chr21,Liftoff,exon,42500436,42501326,.,+,.,Parent=NM_001363758.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,7,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779929,chr21,Liftoff,CDS,42489313,42489453,.,+,0,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=1;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,1,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779930,chr21,Liftoff,CDS,42489717,42489769,.,+,0,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=2;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,2,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779931,chr21,Liftoff,CDS,42491675,42491788,.,+,1,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=3;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,3,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779932,chr21,Liftoff,CDS,42492792,42492911,.,+,1,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=4;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,4,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779933,chr21,Liftoff,CDS,42495864,42495956,.,+,1,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=5;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,5,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779934,chr21,Liftoff,CDS,42498820,42498976,.,+,1,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=6;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,6,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779935,chr21,Liftoff,CDS,42500436,42500564,.,+,0,Parent=NM_001363758.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 1 is encoded by transcript variant 1;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1;protein_id=NP_001350687.1;tag=RefSeq Select;exon_number=7;extra_copy_number=0,,,,,NM_001363758.2,,,,,,,,GeneID:102724023,,,,7,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 1,,NP_001350687.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779936,chr21,Liftoff,transcript,42489298,42501326,.,+,.,ID=NM_001363760.2;Parent=LOC102724023;db_xref=GeneID:102724023;gbkey=mRNA;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001363760.2,,,LOC102724023,,,,,,,,GeneID:102724023,,,,,,0,,,mRNA,LOC102724023,,,,,,,,True,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,True,,,
3779937,chr21,Liftoff,exon,42489298,42489453,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,1,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779938,chr21,Liftoff,exon,42489717,42489769,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,2,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779939,chr21,Liftoff,exon,42491675,42491788,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,3,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779940,chr21,Liftoff,exon,42492792,42492911,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,4,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779941,chr21,Liftoff,exon,42498820,42498976,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,5,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779942,chr21,Liftoff,exon,42500436,42501326,.,+,.,Parent=NM_001363760.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,6,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3779943,chr21,Liftoff,CDS,42489313,42489453,.,+,0,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=1;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,1,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779944,chr21,Liftoff,CDS,42489717,42489769,.,+,0,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=2;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,2,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779945,chr21,Liftoff,CDS,42491675,42491788,.,+,1,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=3;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,3,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779946,chr21,Liftoff,CDS,42492792,42492911,.,+,1,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=4;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,4,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779947,chr21,Liftoff,CDS,42498820,42498976,.,+,1,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=5;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,5,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779948,chr21,Liftoff,CDS,42500436,42500564,.,+,0,Parent=NM_001363760.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 2 is encoded by transcript variant 2;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2;protein_id=NP_001350689.1;exon_number=6;extra_copy_number=0,,,,,NM_001363760.2,,,,,,,,GeneID:102724023,,,,6,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 2,,NP_001350689.1,,,,,,,,,,,,,,,,,,,
3779949,chr21,Liftoff,transcript,42489298,42501326,.,+,.,ID=NM_001363761.2;Parent=LOC102724023;db_xref=GeneID:102724023;gbkey=mRNA;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001363761.2,,,LOC102724023,,,,,,,,GeneID:102724023,,,,,,0,,,mRNA,LOC102724023,,,,,,,,True,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,True,,,
3779950,chr21,Liftoff,exon,42489298,42489453,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,1,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779951,chr21,Liftoff,exon,42491675,42491788,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,2,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779952,chr21,Liftoff,exon,42492792,42492911,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,3,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779953,chr21,Liftoff,exon,42495864,42495956,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,4,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779954,chr21,Liftoff,exon,42498820,42498976,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,5,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779955,chr21,Liftoff,exon,42500436,42501326,.,+,.,Parent=NM_001363761.2;db_xref=GeneID:102724023;gene=LOC102724023;product=glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,6,,0,,,,LOC102724023,,,,,,,,,,,,,,,,glutamine amidotransferase class 1 domain containing 3B%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3779956,chr21,Liftoff,CDS,42491739,42491788,.,+,0,Parent=NM_001363761.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 3 is encoded by transcript variant 3;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3;protein_id=NP_001350690.1;exon_number=2;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,2,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3,,NP_001350690.1,,,,,,,,,,,,,,,,,,,
3779957,chr21,Liftoff,CDS,42492792,42492911,.,+,1,Parent=NM_001363761.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 3 is encoded by transcript variant 3;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3;protein_id=NP_001350690.1;exon_number=3;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,3,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3,,NP_001350690.1,,,,,,,,,,,,,,,,,,,
3779958,chr21,Liftoff,CDS,42495864,42495956,.,+,1,Parent=NM_001363761.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 3 is encoded by transcript variant 3;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3;protein_id=NP_001350690.1;exon_number=4;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,4,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3,,NP_001350690.1,,,,,,,,,,,,,,,,,,,
3779959,chr21,Liftoff,CDS,42498820,42498976,.,+,1,Parent=NM_001363761.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 3 is encoded by transcript variant 3;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3;protein_id=NP_001350690.1;exon_number=5;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,5,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3,,NP_001350690.1,,,,,,,,,,,,,,,,,,,
3779960,chr21,Liftoff,CDS,42500436,42500564,.,+,0,Parent=NM_001363761.2;db_xref=GeneID:102724023;gbkey=CDS;gene=LOC102724023;note=isoform 3 is encoded by transcript variant 3;product=putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3;protein_id=NP_001350690.1;exon_number=6;extra_copy_number=0,,,,,NM_001363761.2,,,,,,,,GeneID:102724023,,,,6,,0,,,CDS,LOC102724023,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,putative glutamine amidotransferase-like class 1 domain-containing protein 3B%2C mitochondrial isoform 3,,NP_001350690.1,,,,,,,,,,,,,,,,,,,
